Address_US,Freq,last_update,Web,Gender,Address_RES,Purchase,Spending
0,1,2878,0,1,0,0,0
1,3,1976,1,0,0,1,67
1,0,3746,0,0,0,0,0
1,0,2900,1,1,0,0,0
1,2,3419,1,1,0,0,0
1,1,2128,1,0,0,1,80
1,1,1128,0,1,0,1,153
1,0,3401,0,0,0,0,0
1,2,1563,0,0,0,1,463
1,1,2415,1,0,0,0,0
1,0,3747,0,1,0,0,0
1,1,2936,1,0,0,1,66
1,1,4005,1,1,0,1,68
0,1,1416,0,0,0,0,0
0,1,1528,0,1,0,0,0
1,2,1382,1,1,0,1,159
1,2,1856,0,1,1,0,0
1,1,260,0,0,0,1,148
1,1,526,1,0,0,1,280
1,1,3360,0,0,1,1,247
1,0,3507,1,0,0,0,0
1,1,2291,1,0,0,0,0
1,1,1240,1,1,0,0,0
1,0,1835,0,0,0,0,0
1,1,2317,1,1,1,0,0
1,2,1879,0,0,1,0,0
1,1,2327,1,1,0,1,418
0,2,1856,0,0,1,0,0
1,2,1115,1,0,0,1,390
1,1,2408,0,1,0,1,130
1,1,1128,0,0,1,1,44
1,0,2766,0,1,0,0,0
1,2,1123,1,0,0,1,399
1,2,1823,0,0,0,1,230
1,0,3353,0,0,0,0,0
1,2,1801,0,1,1,0,0
0,1,617,0,1,0,1,178
1,1,416,1,1,0,1,40
1,0,3403,0,1,0,0,0
1,0,3401,0,0,0,0,0
1,2,434,1,0,0,1,184
1,1,3306,0,1,0,1,68
1,1,3125,1,1,0,1,134
1,3,556,0,1,1,0,0
1,7,1710,1,0,1,1,213
0,0,3852,1,1,0,0,0
1,1,2746,1,1,0,1,411
0,2,3579,1,1,0,1,107
1,1,3397,0,0,0,0,0
1,2,3646,0,1,0,1,128
1,0,3747,0,1,0,0,0
0,1,1850,1,0,0,1,136
0,1,3458,1,1,0,0,0
1,1,3177,0,1,0,1,10
1,5,1577,1,0,1,1,588
1,0,3694,1,1,0,0,0
1,1,2380,1,0,0,0,0
1,1,2787,0,0,0,1,4
1,0,1710,0,0,0,0,0
1,1,709,1,1,1,0,0
1,1,920,0,1,1,1,141
1,1,2417,0,0,0,1,85
1,2,1962,0,0,1,0,0
0,1,1774,1,0,1,0,0
1,2,2284,0,1,1,1,251
1,1,539,1,0,0,0,0
1,1,3583,1,0,0,1,43
1,9,216,1,0,1,1,378
1,2,1856,0,1,1,0,0
1,0,1352,0,0,0,0,0
1,2,962,1,1,0,1,206
1,0,3171,0,1,1,0,0
1,1,198,0,0,0,0,0
0,0,3164,0,0,1,0,0
1,1,2446,0,0,1,1,100
1,1,1877,1,1,0,1,56
1,0,2900,0,0,0,0,0
1,0,2004,0,0,0,0,0
1,1,192,1,0,0,0,0
1,1,532,0,1,1,0,0
1,1,3222,1,1,0,1,34
0,0,2669,0,1,0,0,0
1,2,1618,0,1,1,1,3
0,0,470,0,1,0,0,0
1,1,3243,1,0,0,1,252
1,0,3694,0,1,0,0,0
0,1,3453,1,0,0,0,0
0,1,1036,0,1,0,0,0
1,15,192,0,0,0,1,1133
0,2,1752,0,0,1,0,0
1,1,2311,1,1,0,0,0
1,1,2998,0,1,0,1,410
1,1,1261,1,1,0,1,44
1,1,2634,1,0,0,1,74
1,1,1514,0,1,0,0,0
1,1,3229,0,0,0,1,136
1,0,3746,1,1,0,0,0
1,1,702,1,1,0,0,0
1,4,227,1,1,1,1,508
0,2,3496,0,0,0,1,3
0,5,644,1,0,1,1,260
1,3,1878,0,1,0,1,182
1,1,1968,1,0,0,0,0
1,7,1130,1,1,0,1,1055
0,1,3311,0,1,0,0,0
1,2,360,0,1,0,1,279
1,8,91,0,0,0,1,1326
1,1,2905,1,1,0,0,0
1,4,875,0,1,1,1,197
1,0,896,0,0,0,0,0
1,1,862,0,0,0,0,0
1,1,2243,1,0,0,0,0
1,0,2859,0,1,0,0,0
0,1,2744,0,1,0,0,0
1,1,2787,0,1,0,0,0
1,1,3523,1,0,1,1,98
1,1,3229,1,1,0,1,68
1,2,2971,1,1,0,1,316
1,0,3487,0,1,0,0,0
0,1,2850,0,1,0,0,0
0,1,1018,0,0,0,0,0
1,1,1948,1,1,0,1,54
1,1,3416,1,1,0,1,10
0,0,2844,1,0,0,0,0
1,1,604,0,1,0,0,0
0,1,4127,0,0,0,1,35
1,2,1983,1,1,0,1,190
1,0,3041,0,1,0,0,0
1,1,3249,0,0,0,0,0
0,1,2880,0,1,0,0,0
1,0,3401,0,1,0,0,0
1,1,3177,1,0,1,0,0
1,2,2366,1,1,0,1,288
0,2,982,0,1,1,0,0
1,2,2831,0,1,1,1,161
1,1,192,1,0,0,0,0
1,2,3703,0,1,0,0,0
1,1,723,0,0,1,0,0
1,0,2997,1,1,0,0,0
1,0,2425,0,0,0,0,0
1,2,2326,1,1,0,1,343
1,1,2796,1,0,0,0,0
1,2,470,1,0,1,1,242
0,1,967,0,0,1,0,0
0,0,2950,1,0,0,0,0
1,3,1658,1,1,1,1,184
1,1,2324,0,0,0,0,0
1,1,945,0,1,0,0,0
1,2,721,1,0,0,1,83
1,2,3354,1,0,0,1,345
1,2,2456,0,1,0,1,220
1,1,3069,0,1,1,0,0
1,1,1095,1,0,0,0,0
1,3,2836,1,1,0,1,506
0,1,2955,1,1,1,1,173
0,1,3342,0,1,0,1,110
1,1,974,0,0,0,0,0
1,0,1653,0,0,0,0,0
0,2,3276,1,0,0,1,140
0,1,2975,1,0,0,0,0
0,0,3494,0,1,0,0,0
0,2,1962,1,0,1,1,138
1,1,1346,1,0,1,0,0
1,1,2752,0,0,0,0,0
1,2,2759,0,1,0,1,136
1,1,512,0,0,1,0,0
1,0,3120,0,0,0,0,0
1,2,744,0,0,1,1,163
1,1,1646,1,0,1,0,0
1,1,4005,1,0,0,1,43
1,1,2656,1,1,0,1,130
1,1,2415,0,0,0,0,0
1,1,2158,1,0,0,1,10
1,1,2107,1,1,0,1,161
1,1,304,0,1,0,0,0
0,1,2918,0,0,0,0,0
1,1,960,0,1,0,1,81
1,2,2080,0,0,1,0,0
1,1,3398,0,1,0,1,10
1,1,2257,1,0,0,1,130
1,1,3517,1,0,0,0,0
1,1,2418,1,1,1,1,161
1,0,3522,0,1,0,0,0
1,1,3436,1,1,0,0,0
0,0,2984,1,0,0,0,0
1,1,3590,1,1,0,1,228
1,1,3513,1,1,0,0,0
1,1,608,0,0,0,0,0
1,2,841,0,1,1,0,0
1,9,216,0,1,0,1,1176
1,0,3159,0,1,1,0,0
1,1,868,0,0,0,0,0
1,1,2102,0,1,0,1,54
1,3,3662,1,0,0,1,128
1,2,3662,0,0,0,0,0
1,2,1123,0,1,0,1,42
1,2,3548,1,1,1,1,131
0,0,3694,0,1,0,0,0
1,2,1710,0,0,1,0,0
1,0,2172,0,1,0,0,0
1,1,896,0,1,0,0,0
0,1,1073,1,0,0,1,105
1,1,3587,1,1,0,1,43
1,0,3507,1,1,0,0,0
1,1,2775,0,1,0,1,33
1,3,2143,1,0,1,1,242
1,0,3680,0,0,0,0,0
0,5,1170,1,0,0,1,598
1,3,1842,0,1,1,0,0
1,2,239,1,1,0,1,1200
1,0,2765,0,0,0,0,0
1,0,3747,0,0,0,0,0
1,2,1392,1,1,0,1,303
1,1,532,1,1,1,0,0
1,0,1962,1,0,0,0,0
1,2,3340,0,0,0,1,199
1,1,3019,1,1,0,1,184
0,1,2767,1,0,0,0,0
1,0,3500,1,1,0,0,0
0,1,1052,1,1,1,0,0
1,0,2422,1,1,0,0,0
1,2,1646,0,0,1,1,130
1,0,3522,0,1,0,0,0
1,3,1739,0,0,1,1,58
1,1,15,0,1,0,0,0
1,2,458,0,0,0,1,142
1,1,2128,0,0,0,0,0
1,1,2509,0,1,0,0,0
1,1,3312,0,0,0,1,132
0,1,1052,0,0,0,0,0
1,0,77,0,0,0,0,0
0,0,2492,0,1,1,0,0
0,1,2859,0,0,0,0,0
1,2,1226,0,0,1,1,104
1,1,668,1,1,0,1,84
1,0,1673,0,1,0,0,0
1,1,3047,0,1,1,0,0
1,1,2744,0,0,0,0,0
1,2,3276,0,0,0,1,128
0,0,3507,0,0,0,0,0
1,3,3215,0,1,0,1,122
1,3,834,0,1,1,1,160
0,4,1135,0,0,0,1,272
1,0,2766,0,0,0,0,0
1,0,3747,0,1,0,0,0
1,0,3522,0,1,0,0,0
1,2,1123,0,0,1,1,217
1,3,598,0,1,1,1,6
1,2,2380,1,1,0,1,88
1,1,532,0,0,1,0,0
1,1,4036,1,0,0,1,30
1,4,841,0,0,1,1,44
1,1,1561,1,1,0,0,0
0,3,1261,1,0,0,0,0
1,1,192,1,1,0,0,0
1,5,465,1,1,0,1,297
0,1,1003,1,1,1,0,0
0,2,1752,0,0,1,0,0
0,0,3394,0,1,0,0,0
1,1,2746,0,1,0,0,0
0,3,2296,1,0,0,1,514
1,1,216,0,1,0,0,0
1,2,3660,0,1,0,1,33
1,2,3222,1,1,0,1,130
1,1,2681,1,1,0,0,0
1,1,2404,1,1,0,0,0
1,1,714,0,1,0,1,163
0,1,2583,0,0,0,0,0
1,2,2296,0,1,0,1,318
0,5,1639,1,0,0,1,563
1,1,2960,0,1,1,1,160
1,0,3746,0,1,0,0,0
1,1,359,0,0,0,1,43
1,0,3619,1,1,0,0,0
1,1,2848,0,1,1,0,0
0,2,519,0,0,0,1,154
1,1,2705,0,1,1,0,0
1,2,3716,0,1,0,0,0
1,1,3655,1,1,0,0,0
1,1,216,0,0,1,0,0
1,1,3914,1,1,0,1,139
1,2,1570,1,1,0,1,203
1,1,3384,0,0,0,0,0
1,0,280,1,1,0,0,0
1,2,1710,0,0,1,0,0
1,0,3522,1,1,0,0,0
1,2,1073,0,1,0,1,57
1,1,3032,0,1,0,0,0
1,0,3369,0,1,0,0,0
1,1,1564,1,1,0,1,91
1,1,3243,0,1,0,1,135
1,2,1000,0,0,0,1,80
0,1,2809,0,0,0,0,0
1,0,2186,0,1,0,0,0
1,2,1899,1,0,0,1,248
1,1,1766,0,1,0,1,142
1,1,3604,0,1,0,0,0
1,1,1288,0,1,0,1,95
1,2,491,1,0,1,1,259
1,2,2012,0,0,1,1,35
1,1,2607,1,1,1,0,0
1,2,1288,1,1,0,1,508
1,1,962,0,1,0,1,263
1,1,1464,1,1,0,0,0
1,1,1919,1,1,0,1,150
1,1,3157,0,0,1,0,0
0,1,2165,1,0,0,1,138
0,1,216,0,1,1,0,0
1,1,3453,1,0,0,0,0
1,3,2837,0,0,1,1,160
1,2,1233,0,1,0,1,81
1,0,3159,0,1,0,0,0
1,2,3541,1,0,1,1,101
1,3,939,0,0,0,1,320
1,2,1135,1,1,0,1,287
0,1,1708,0,0,0,1,98
1,6,778,0,1,0,1,577
1,2,3791,1,0,1,1,98
1,2,3678,0,1,0,0,0
1,1,3020,1,1,0,0,0
0,2,1710,0,0,1,0,0
1,1,3340,1,1,0,1,98
1,2,3381,1,0,0,0,0
0,1,2620,1,0,0,0,0
1,0,3772,0,1,0,0,0
1,2,2044,0,0,1,0,0
1,1,659,1,1,0,1,188
1,4,1710,0,0,1,1,145
0,1,695,1,0,0,1,58
1,1,3299,1,1,0,1,69
0,1,3436,0,1,0,1,1030
1,3,1415,1,1,1,1,130
1,1,2807,0,1,0,1,55
1,2,2466,0,1,0,1,133
1,0,3746,1,0,0,0,0
1,2,1136,0,1,0,1,184
1,1,1701,1,0,0,1,30
1,1,2633,1,1,0,1,10
1,0,3394,0,0,0,0,0
1,1,253,0,1,1,0,0
1,1,1261,0,0,0,0,0
